dsb_id,event_id,x_um,y_um,z_um,complexity,n_backbone_breaks,n_base_damage,has_base_damage_in_cluster,cause,direct_fraction,indirect_fraction,chromosome,chromosome_position
493,145962,2.000752,1.113492,-2.430346,DSB,2,0,0,DIRECT,1.0,0.0,32,0.31932213248
494,146283,-1.64434,-0.516881,3.69734,DSB,2,1,1,DIRECT,1.0,0.0,7,0.136645291737
495,146283,-1.643871,-0.515231,3.695147,DSB,2,0,0,DIRECT,1.0,0.0,7,0.136645358214
496,146333,1.49321,-0.815955,-1.66194,DSB+,3,0,0,DIRECT,1.0,0.0,16,0.274605962828
497,146622,1.79898,-1.20192,3.9164,DSB+,3,0,0,DIRECT,1.0,0.0,6,0.574911120456
498,146719,-1.30311,-0.0654059,-3.14024,DSB+,3,2,1,DIRECT,1.0,0.0,19,0.3168629799
499,147183,-2.152089,-0.56679,-0.896807,DSB,2,1,1,DIRECT,1.0,0.0,12,0.495984360052
500,147561,0.498824,-2.139142,-3.393933,DSB,2,0,0,DIRECT,1.0,0.0,8,0.963277998857
501,148695,1.83004,-0.890544,-3.02999,DSB+,3,0,0,DIRECT,1.0,0.0,16,0.978936172635
502,149266,0.0437074,2.161,-2.30321,DSB+,3,0,0,DIRECT,1.0,0.0,34,0.399319278867
503,149282,1.44288,2.12841,-1.76408,DSB,2,1,1,DIRECT,1.0,0.0,34,0.522612287306
504,149991,-2.62057,-2.09596,-2.68246,DSB,2,1,1,DIRECT,1.0,0.0,8,0.027347018402
505,150728,-0.161873,0.563582,-2.53986,DSB,2,0,0,DIRECT,1.0,0.0,22,0.189822738226
506,151807,1.60831,-2.45849,-2.85241,DSB,2,0,0,DIRECT,1.0,0.0,9,0.248479052853
507,151963,2.91579,2.25122,-0.584196,DSB,2,0,0,DIRECT,1.0,0.0,36,0.974337641024
508,153140,2.22064,0.720134,0.463943,DSB,2,0,0,DIRECT,1.0,0.0,21,0.481758524397
509,153727,-3.4555,-1.96262,1.73434,DSB+,3,1,1,DIRECT,1.0,0.0,4,0.064774316259
510,153933,-3.977438,0.737911,1.549345,DSB,2,1,1,DIRECT,1.0,0.0,13,0.516736040072
511,154291,-0.782455,2.31199,-3.93974,DSB,2,0,0,DIRECT,1.0,0.0,35,0.851437163623
512,155269,3.12787,-2.18102,-1.65316,DSB,2,1,1,DIRECT,1.0,0.0,9,0.356054272695
513,155463,-2.5851,2.61095,-1.20875,DSB,2,0,0,DIRECT,1.0,0.0,28,0.942668718323
514,155584,0.422854,3.05788,-0.667493,DSB,2,0,0,DIRECT,1.0,0.0,41,0.843236868567
515,155689,-2.94075,-1.07391,0.662968,DSB,2,1,1,DIRECT,1.0,0.0,11,0.09505939793
516,156059,4.5372,-0.448714,-0.83501,DSB,2,2,1,DIRECT,1.0,0.0,21,0.247502801206
517,156063,-3.270612,1.115806,0.353125,DSB,2,1,1,DIRECT,1.0,0.0,20,0.39358632489
518,156118,3.72025,1.96836,1.22361,DSB+,4,0,0,DIRECT,1.0,0.0,37,0.012361419815
519,156765,-3.67172,0.72044,-0.730806,DSB+,4,0,0,DIRECT,1.0,0.0,19,0.167401727684
520,156929,-2.26749,3.12739,-0.411107,DSB+,3,1,1,DIRECT,1.0,0.0,35,0.084782180794
521,157033,3.09338,2.02649,-2.03979,DSB,2,0,0,DIRECT,1.0,0.0,35,0.567018959507
522,157351,-4.27223,-0.552236,0.548685,DSB,2,1,1,DIRECT,1.0,0.0,12,0.061214204465
523,158102,2.66485,-0.471997,-1.40422,DSB,2,0,0,DIRECT,1.0,0.0,18,0.449719130197
524,158306,2.32109,-0.493229,-2.33776,DSB+,4,1,1,DIRECT,1.0,0.0,18,0.283724428022
525,158465,2.54353,0.564886,2.62871,DSB,2,0,0,DIRECT,1.0,0.0,17,0.989903061523
526,158531,0.431967,-2.94942,-2.05581,DSB+,4,1,1,DIRECT,1.0,0.0,5,0.569588845727
527,158533,1.59669,0.987036,2.74731,DSB,2,0,0,DIRECT,1.0,0.0,24,0.101309424046
528,158760,-4.2587,-0.521075,-0.832533,DSB,2,0,0,DIRECT,1.0,0.0,12,0.159094589244
529,159057,2.05351,-2.18882,-2.75557,DSB,2,0,0,DIRECT,1.0,0.0,9,0.302272248031
530,159085,2.65155,-2.01415,0.488284,DSB,2,0,0,DIRECT,1.0,0.0,6,0.965037453404
531,159525,1.0248,3.23157,-2.2666,DSB,2,0,0,DIRECT,1.0,0.0,46,0.005769605111
532,159969,-2.81946,2.22873,0.425114,DSB,2,0,0,DIRECT,1.0,0.0,26,0.716096378209
533,160863,0.692518,2.30287,0.388559,DSB,2,0,0,DIRECT,1.0,0.0,31,0.813162324243
534,161195,0.887804,-0.633004,3.23683,DSB,2,0,0,DIRECT,1.0,0.0,7,0.678026904798
535,161195,0.886474,-0.632583,3.232724,DSB,2,0,0,DIRECT,1.0,0.0,7,0.678027595136
536,162828,1.123241,0.029695,-3.822366,DSB+,3,1,1,DIRECT,1.0,0.0,18,0.896545847526
537,163137,1.84548,3.69467,-1.27735,DSB,2,0,0,DIRECT,1.0,0.0,46,0.750577109032
538,163342,-2.50697,1.94145,0.175371,DSB,2,1,1,DIRECT,1.0,0.0,26,0.816576503365
539,163691,-1.99677,0.763678,0.964045,DSB,2,0,0,DIRECT,1.0,0.0,20,0.370964247389
540,163691,-1.995117,0.762195,0.966664,DSB,2,0,0,DIRECT,1.0,0.0,20,0.370977581763
541,163784,-2.02348,-0.57486,3.28743,DSB,2,1,1,DIRECT,1.0,0.0,7,0.125612315028
542,164445,1.511504,1.173111,-0.617288,DSB,2,1,1,DIRECT,1.0,0.0,30,0.219810805756
543,164597,2.97385,-2.04688,-0.0140825,DSB,2,0,0,DIRECT,1.0,0.0,6,0.918360808311
544,164639,3.45474,0.657217,-1.91124,DSB+,3,0,0,DIRECT,1.0,0.0,32,0.154844534186
545,164782,0.461422,0.291895,1.27906,DSB,2,1,1,DIRECT,1.0,0.0,16,0.546987504554
546,165125,1.181,1.53206,3.2004,DSB,2,0,0,DIRECT,1.0,0.0,25,0.988007226437
547,165400,1.40241,-0.893786,-3.12768,DSB,2,0,0,DIRECT,1.0,0.0,15,0.893571803609
548,165435,-0.850333,2.30785,-1.64177,DSB,2,1,1,DIRECT,1.0,0.0,34,0.088761104002
549,165558,-0.385849,-0.404943,2.75599,DSB,2,0,0,DIRECT,1.0,0.0,7,0.687061269344
550,166065,-1.16271,-1.22436,1.49234,DSB,2,0,0,DIRECT,1.0,0.0,7,0.016743974366
551,166180,1.53525,1.08827,-0.728631,DSB+,4,0,0,DIRECT,1.0,0.0,23,0.857786850114
552,166501,1.64889,-0.441055,-3.41091,DSB+,3,0,0,DIRECT,1.0,0.0,18,0.728374964081
553,166533,-1.39819,-1.42036,2.82868,DSB+,3,0,0,DIRECT,1.0,0.0,4,0.288628670559
554,166830,0.242789,-3.59842,2.51159,DSB,2,0,0,DIRECT,1.0,0.0,1,0.583915514874
555,166896,2.76185,-0.34126,-0.160547,DSB,2,0,0,DIRECT,1.0,0.0,14,0.94217610049
556,167216,2.511165,2.492644,-1.212338,DSB,2,0,0,DIRECT,1.0,0.0,41,0.039474721808
557,167520,0.986049,3.04761,1.38077,DSB,2,1,1,DIRECT,1.0,0.0,39,0.868027141286
