dsb_id,event_id,x_um,y_um,z_um,complexity,n_backbone_breaks,n_base_damage,has_base_damage_in_cluster,cause,direct_fraction,indirect_fraction,chromosome,chromosome_position
367,587,-0.260467,0.12511,-1.798491,DSB,2,0,0,DIRECT,1.0,0.0,19,0.418962666644
368,588,-0.010962,-0.042205,0.635432,DSB,2,0,0,DIRECT,1.0,0.0,13,0.994684474415
369,589,0.0246904,0.070723,2.34088,DSB,2,1,1,DIRECT,1.0,0.0,13,0.480710752724
370,594,0.09419,0.116576,-0.822449,DSB+,3,0,0,DIRECT,1.0,0.0,16,0.797895028342
371,594,0.042702,0.060895,-1.446187,DSB,2,0,0,DIRECT,1.0,0.0,23,0.003381944106
372,597,-0.0548398,0.0955855,1.45,DSB,2,2,1,DIRECT,1.0,0.0,13,0.827888681259
373,597,0.025822,0.10063,-3.015293,DSB,2,1,1,DIRECT,1.0,0.0,18,0.623006250541
374,600,-0.049193,-0.060587,-1.46433,DSB+,3,1,1,DIRECT,1.0,0.0,16,0.885280568235
375,600,-0.093616,-0.069005,-2.377104,DSB,2,1,1,DIRECT,1.0,0.0,18,0.406522392307
376,600,-0.100133,-0.07363,-2.382259,DSB,2,0,0,DIRECT,1.0,0.0,18,0.406522036608
377,602,-0.076763,-0.067071,-1.482056,DSB,2,0,0,DIRECT,1.0,0.0,16,0.885937814764
378,603,-0.004078,-0.05844,-2.221159,DSB,2,0,0,DIRECT,1.0,0.0,18,0.423844124269
379,604,0.044823,0.083267,3.839841,DSB+,3,0,0,DIRECT,1.0,0.0,17,0.019296692138
380,607,0.120286,0.052905,-0.041179,DSB,2,0,0,DIRECT,1.0,0.0,16,0.708929040225
381,607,0.121577,0.053576,-1.757568,DSB,2,0,0,DIRECT,1.0,0.0,22,0.003407161483
382,609,-0.022159,0.014027,2.213636,DSB+,3,1,1,DIRECT,1.0,0.0,13,0.4741017095
383,611,0.227477,-0.084161,-3.904,DSB,2,1,1,DIRECT,1.0,0.0,18,0.779860914663
384,616,-0.051682,-0.043576,-1.444456,DSB,2,0,0,DIRECT,1.0,0.0,16,0.885301824825
385,619,-0.030468,0.058179,-4.091603,DSB,2,0,0,DIRECT,1.0,0.0,18,0.884765447804
386,619,-0.027793,0.058759,-1.851231,DSB,2,1,1,DIRECT,1.0,0.0,22,0.00560580992
